0,0,0.5555019054699792,-0.22041989326165431,0,0,0,-0.009757431777157865,0.9999523951294452
0,0,1.0085009575105561,-0.24067849289101487,0,0,0,-0.013298265473281978,0.9999115741581363
0,0,1.5008038450615013,-0.24075048617749473,0,0,0,-0.01634512489783913,0.9998664095228292
0,0,1.9708064886389252,-0.24807427910867372,0,0,0,-0.04595819542938322,0.9989433638965097
0,0,2.4910181059148178,-0.31215264476039717,0,0,0,-0.10780181797114614,0.9941724035810469
1,1,3.024827241897583,-0.4849399924278259,0,0,0,-0.03475471150472128,0.9993958725291112
0,0,2.9144907445845036,-0.44088550649930014,0,0,0,-0.2593261026214755,0.9657898179723972
0,0,3.074298079887321,-1.0166051949424506,0,0,0,-0.7931670546636854,0.6090041242849954
0,0,2.960152399504713,-1.4763973478526786,0,0,0,-0.8060991499364508,0.5917805002462749
0,0,2.8440072722603666,-1.900035156060681,0,0,0,-0.8316253717210135,0.5553370518071761
2,1,2.6165695190429688,-2.3273885250091553,0,0,0,-0.8576370060676028,0.5142555452529405
0,0,2.8668185883722828,-1.4869789444721395,0,0,0,0.5467397327505706,0.8373026123402665
0,0,3.1160488048518826,-0.9994787514600452,0,0,0,0.5794796722242233,0.814986692823206
0,0,2.6971320580138767,-0.7672897802176432,0,0,0,0.9851271291122666,0.17182706273175818
0,0,2.3134685849467265,-0.6218771952910304,0,0,0,0.9860506410917947,0.16644558631114437
0,0,1.9214830395750284,-0.4783949255585558,0,0,0,0.9853286239656349,0.17066781417123827
0,0,1.541871951269591,-0.3208861697268718,0,0,0,0.9911140629373407,0.1330147144034709
0,0,1.1443449329631747,-0.1955382208261477,0,0,0,0.9896573099675844,0.14345176481216487
0,0,0.7640731270075637,-0.028154352107828025,0,0,0,0.983375481049259,0.1815837637872355
0,0,0.39817474535248004,0.1570872544169889,0,0,0,0.976270042032842,0.2165567016492284
3,1,0.1620384156703949,0.24285583198070526,0,0,0,0.983404776063621,0.18142504351731437
